trial_id,mean_loss,timestamp,done,training_iteration,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name,experiment_tag,config/lr_net,config/lr_dyn,config/lr_stru,config/hid
280e8_00000,28.909888076782227,1700746027,True,1,2023-11-23_21-27-07,1647.5501821041107,1647.5501821041107,13304,cloud-gpu04,10.0.96.24,1647.5501821041107,1,,0,0.0028784809971104264,0.0037056625692144735,0.008275606076244465,276
280e8_00001,27.20743282318115,1700747068,True,1,2023-11-23_21-44-28,1037.9899003505707,1037.9899003505707,29959,cloud-gpu04,10.0.96.24,1037.9899003505707,1,,1,0.009619170180209743,0.00551066135202397,0.0029775226714392165,94
280e8_00002,30.572662048339843,1700748463,True,1,2023-11-23_22-07-43,1391.6369705200195,1391.6369705200195,40097,cloud-gpu04,10.0.96.24,1391.6369705200195,1,,2,0.003105451686955826,0.0002868338903559216,0.002867020007222148,226
280e8_00003,29.613695182800292,1700750553,True,1,2023-11-23_22-42-33,2087.0473544597626,2087.0473544597626,16219,cloud-gpu04,10.0.96.24,2087.0473544597626,1,,3,0.0037607073347732155,0.0013098656881857908,0.00991204028632698,363
280e8_00004,29.910406875610352,1700751567,True,1,2023-11-23_22-59-27,1011.0866680145264,1011.0866680145264,36676,cloud-gpu04,10.0.96.24,1011.0866680145264,1,,4,0.0022612339253420374,0.0033307660161548606,0.008439389433367497,84
280e8_00005,28.474243202209472,1700754445,True,1,2023-11-23_23-47-25,2875.487868309021,2875.487868309021,7797,cloud-gpu04,10.0.96.24,2875.487868309021,1,,5,0.006009412193003274,0.002677683289386746,0.00960129432925449,468
280e8_00006,15788.2893359375,1700756548,True,1,2023-11-24_00-22-28,2098.876456975937,2098.876456975937,37193,cloud-gpu04,10.0.96.24,2098.876456975937,1,,6,0.000127920650532168,0.0032521887896046924,0.003803274988158298,370
280e8_00007,28.070638961791992,1700758248,True,1,2023-11-24_00-50-48,1697.2135653495789,1697.2135653495789,20457,cloud-gpu04,10.0.96.24,1697.2135653495789,1,,7,0.005522576626980088,0.00458359309081358,0.007824994815223118,296
280e8_00008,45.4780997467041,1700759246,True,1,2023-11-24_01-07-26,994.6067912578583,994.6067912578583,36886,cloud-gpu04,10.0.96.24,994.6067912578583,1,,8,0.0011827304070996928,0.0015316529430471093,0.0076701758075373,52
280e8_00009,27.741592483520506,1700760254,True,1,2023-11-24_01-24-14,1005.1661953926086,1005.1661953926086,7847,cloud-gpu04,10.0.96.24,1005.1661953926086,1,,9,0.00640736042524707,0.009670016919591753,0.0038286443403503603,50
280e8_00010,28.498770599365233,1700763055,True,1,2023-11-24_02-10-55,2798.551644563675,2798.551644563675,18967,cloud-gpu04,10.0.96.24,2798.551644563675,1,,10,0.005184831568911225,0.0034066068767308034,0.002464883260613218,462
280e8_00011,30.4151554107666,1700765748,True,1,2023-11-24_02-55-48,2689.4127345085144,2689.4127345085144,7565,cloud-gpu04,10.0.96.24,2689.4127345085144,1,,11,0.005720810343995072,0.009627412802353658,0.0067577278861115,448
280e8_00012,8736.485546875,1700766783,True,1,2023-11-24_03-13-03,1032.1580510139465,1032.1580510139465,35125,cloud-gpu04,10.0.96.24,1032.1580510139465,1,,12,0.00018800598221020817,0.00505324397389493,0.0013367787189947342,87
280e8_00013,28.539611892700194,1700768634,True,1,2023-11-24_03-43-54,1847.9683854579926,1847.9683854579926,5076,cloud-gpu04,10.0.96.24,1847.9683854579926,1,,13,0.008927750306212462,0.0018869577242429235,0.008086872906540792,325
280e8_00014,28.194935493469238,1700770327,True,1,2023-11-24_04-12-07,1690.1663506031036,1690.1663506031036,26022,cloud-gpu04,10.0.96.24,1690.1663506031036,1,,14,0.004683985107279441,0.009243540178729843,0.002707191086038239,295
280e8_00015,27.96254196166992,1700771543,True,1,2023-11-24_04-32-23,1212.481189250946,1212.481189250946,1964,cloud-gpu04,10.0.96.24,1212.481189250946,1,,15,0.008604229081024671,0.0053437696737599705,0.005446258707312512,175
280e8_00016,28.91583393096924,1700772573,True,1,2023-11-24_04-49-33,1027.134491443634,1027.134491443634,16848,cloud-gpu04,10.0.96.24,1027.134491443634,1,,16,0.0031756652330991713,0.009997740084977764,0.0011694981420813757,51
280e8_00017,27.683886032104493,1700773657,True,1,2023-11-24_05-07-37,1080.6462442874908,1080.6462442874908,27094,cloud-gpu04,10.0.96.24,1080.6462442874908,1,,17,0.009898414836649883,0.009961575999637281,0.007594756017806682,132
280e8_00018,28.295881690979005,1700775767,True,1,2023-11-24_05-42-47,2107.5885496139526,2107.5885496139526,37618,cloud-gpu04,10.0.96.24,2107.5885496139526,1,,18,0.006934191940756704,0.006300339078682463,0.0030902947157915063,368
280e8_00019,29.08822727203369,1700777643,True,1,2023-11-24_06-14-03,1872.851676940918,1872.851676940918,20924,cloud-gpu04,10.0.96.24,1872.851676940918,1,,19,0.003931275273769032,0.005368140943316718,0.00073251663598275,322
280e8_00020,27.553186988830568,1700778647,True,1,2023-11-24_06-30-47,1001.5868244171143,1001.5868244171143,38988,cloud-gpu04,10.0.96.24,1001.5868244171143,1,,20,0.006918841924828198,0.009969644805247275,0.008958192808181059,51
280e8_00021,33.00449066162109,1700781605,True,1,2023-11-24_07-20-05,2955.3305444717407,2955.3305444717407,10133,cloud-gpu04,10.0.96.24,2955.3305444717407,1,,21,0.0014198039101257682,0.009852190905175171,0.0031623373578647655,489
280e8_00022,29.097193183898927,1700782957,True,1,2023-11-24_07-42-37,1349.4765086174011,1349.4765086174011,40237,cloud-gpu04,10.0.96.24,1349.4765086174011,1,,22,0.003408776538379536,0.001997121733817247,0.0014983898310596173,214
280e8_00023,28.414263916015624,1700784637,True,1,2023-11-24_08-10-37,1676.9293043613434,1676.9293043613434,15977,cloud-gpu04,10.0.96.24,1676.9293043613434,1,,23,0.009863935745365782,0.00990193476929913,0.0007951527028199099,291
280e8_00024,28.611150512695314,1700786708,True,1,2023-11-24_08-45-08,2068.2369248867035,2068.2369248867035,32464,cloud-gpu04,10.0.96.24,2068.2369248867035,1,,24,0.00830253351545729,0.009942409202601197,0.0007843716242043468,373
280e8_00025,27.769518661499024,1700787821,True,1,2023-11-24_09-03-41,1109.5146958827972,1109.5146958827972,15105,cloud-gpu04,10.0.96.24,1109.5146958827972,1,,25,0.006182470917007629,0.0037479986368563435,0.007401059542568949,132
280e8_00026,31.011938171386717,1700790224,True,1,2023-11-24_09-43-44,2399.515573978424,2399.515573978424,26207,cloud-gpu04,10.0.96.24,2399.515573978424,1,,26,0.002014852501719229,0.0010970553590054666,0.004510355581602186,405
280e8_00027,29.58748279571533,1700793196,True,1,2023-11-24_10-33-16,2969.3749856948853,2969.3749856948853,10743,cloud-gpu04,10.0.96.24,2969.3749856948853,1,,27,0.006686575509719187,0.0010231998834158485,0.0080197182690458,493
280e8_00028,36.22521415710449,1700794630,True,1,2023-11-24_10-57-10,1430.8687870502472,1430.8687870502472,40896,cloud-gpu04,10.0.96.24,1430.8687870502472,1,,28,0.0012621203739808515,0.006962813535063002,0.004512534156494318,238
280e8_00029,244.62842254638673,1700795850,True,1,2023-11-24_11-17-30,1217.7630169391632,1217.7630169391632,17433,cloud-gpu04,10.0.96.24,1217.7630169391632,1,,29,0.0007806184376237369,0.00280530691001777,0.008883578027323966,185
280e8_00030,2003.653095703125,1700797985,True,1,2023-11-24_11-53-05,2131.630016565323,2131.630016565323,29553,cloud-gpu04,10.0.96.24,2131.630016565323,1,,30,0.0005250024154983004,0.005488721553195013,0.005257662464802958,372
280e8_00031,29.004226913452147,1700800614,True,1,2023-11-24_12-36-54,2625.899574279785,2625.899574279785,11774,cloud-gpu04,10.0.96.24,2625.899574279785,1,,31,0.004852338762332916,0.0016018458331904224,0.003248980514354884,442
280e8_00032,27.611006622314452,1700801627,True,1,2023-11-24_12-53-47,1010.3716404438019,1010.3716404438019,38435,cloud-gpu04,10.0.96.24,1010.3716404438019,1,,32,0.008571605726820157,0.00902617579593756,0.008313269577730459,61
280e8_00033,28.43545570373535,1700803215,True,1,2023-11-24_13-20-15,1585.4844782352448,1585.4844782352448,9601,cloud-gpu04,10.0.96.24,1585.4844782352448,1,,33,0.006948990283682088,0.002048783182387618,0.008182200590073106,270
280e8_00034,28.016431274414064,1700804670,True,1,2023-11-24_13-44-30,1451.241286277771,1451.241286277771,26571,cloud-gpu04,10.0.96.24,1451.241286277771,1,,34,0.007694168336353101,0.003522600427594354,0.004089178923140894,247
280e8_00035,181.62427734375,1700805666,True,1,2023-11-24_14-01-06,992.6434791088104,992.6434791088104,40629,cloud-gpu04,10.0.96.24,992.6434791088104,1,,35,0.0008247197927815881,0.0073959036645146765,0.009149542142396893,39
280e8_00036,29.618839263916016,1700807036,True,1,2023-11-24_14-23-56,1367.4658117294312,1367.4658117294312,11908,cloud-gpu04,10.0.96.24,1367.4658117294312,1,,36,0.002366527217386861,0.007122989747129744,0.00895098657232743,223
280e8_00037,28.35347942352295,1700809541,True,1,2023-11-24_15-05-41,2502.0103409290314,2502.0103409290314,26530,cloud-gpu04,10.0.96.24,2502.0103409290314,1,,37,0.006910559754283528,0.003328046223384737,0.006928757442997571,415
280e8_00038,27.972912673950194,1700811123,True,1,2023-11-24_15-32-03,1579.4405274391174,1579.4405274391174,12795,cloud-gpu04,10.0.96.24,1579.4405274391174,1,,38,0.006635762776046808,0.003807807476960111,0.00411753391543343,263
280e8_00039,27.886763496398927,1700812213,True,1,2023-11-24_15-50-13,1087.123812198639,1087.123812198639,32403,cloud-gpu04,10.0.96.24,1087.123812198639,1,,39,0.0063143866637331795,0.005138710139875589,0.003283104924684153,130
280e8_00040,28.449280738830566,1700813796,True,1,2023-11-24_16-16-36,1578.9905440807343,1578.9905440807343,3701,cloud-gpu04,10.0.96.24,1578.9905440807343,1,,40,0.005962132054388059,0.0024708486751714833,0.003575226112384379,238
280e8_00041,29.103771057128906,1700815220,True,1,2023-11-24_16-40-20,1420.831233739853,1420.831233739853,24520,cloud-gpu04,10.0.96.24,1420.831233739853,1,,41,0.0031041498336405824,0.005372122884680264,0.0005286474391213437,202
280e8_00042,28.384312248229982,1700817177,True,1,2023-11-24_17-12-57,1954.84899020195,1954.84899020195,38713,cloud-gpu04,10.0.96.24,1954.84899020195,1,,42,0.008782327133026345,0.003217243293399978,0.0019857361920554836,248
280e8_00043,44.16367485046387,1700819953,True,1,2023-11-24_17-59-13,2772.4528357982635,2772.4528357982635,23512,cloud-gpu04,10.0.96.24,2772.4528357982635,1,,43,0.0011938388388230026,0.001524493765336263,0.00984766087639958,308
280e8_00044,28.64488883972168,1700821601,True,1,2023-11-24_18-26-41,1644.9022483825684,1644.9022483825684,19459,cloud-gpu04,10.0.96.24,1644.9022483825684,1,,44,0.00902273935099334,0.001975821584824973,0.004971335820749304,278
280e8_00045,49.05927612304688,1700823093,True,1,2023-11-24_18-51-33,1489.823840379715,1489.823840379715,39542,cloud-gpu04,10.0.96.24,1489.823840379715,1,,45,0.001079463394847981,0.007999167619181907,0.00907766441573206,254
280e8_00046,28.3616926574707,1700824218,True,1,2023-11-24_19-10-18,1121.4406661987305,1121.4406661987305,20425,cloud-gpu04,10.0.96.24,1121.4406661987305,1,,46,0.006640659096692887,0.009216296730789088,0.005283697114986571,130
280e8_00047,27.368383483886717,1700825310,True,1,2023-11-24_19-28-30,1088.9151430130005,1088.9151430130005,34055,cloud-gpu04,10.0.96.24,1088.9151430130005,1,,47,0.008806606587197195,0.005969026865742346,0.0028114731253500985,123
280e8_00048,27.870408630371095,1700826338,True,1,2023-11-24_19-45-38,1025.2836430072784,1025.2836430072784,8635,cloud-gpu04,10.0.96.24,1025.2836430072784,1,,48,0.0044255622213123826,0.00899205150156094,0.006193791933055604,45
280e8_00049,28.911369552612303,1700827553,True,1,2023-11-24_20-05-53,1211.528379201889,1211.528379201889,22785,cloud-gpu04,10.0.96.24,1211.528379201889,1,,49,0.0029771458130361003,0.006804612323278975,0.0024015934024936747,173
280e8_00050,30.668679428100585,1700830476,True,1,2023-11-24_20-54-36,2920.3527047634125,2920.3527047634125,38041,cloud-gpu04,10.0.96.24,2920.3527047634125,1,,50,0.005590275282223983,0.00012760636934987588,0.007722025819729727,427
280e8_00051,29.441470756530762,1700833492,True,1,2023-11-24_21-44-52,3013.655909061432,3013.655909061432,36421,cloud-gpu04,10.0.96.24,3013.655909061432,1,,51,0.0023121563882432822,0.007374980524631305,0.0023874311984424536,401
280e8_00052,28.332213478088377,1700836205,True,1,2023-11-24_22-30-05,2709.5205931663513,2709.5205931663513,36104,cloud-gpu04,10.0.96.24,2709.5205931663513,1,,52,0.006208067836686819,0.004764690512591194,0.008616763373135978,411
280e8_00053,28.279077796936036,1700838015,True,1,2023-11-24_23-00-15,1806.9353322982788,1806.9353322982788,31222,cloud-gpu04,10.0.96.24,1806.9353322982788,1,,53,0.00664894856433389,0.009957306000261288,0.007882422911856328,313
280e8_00054,28.323263816833496,1700839039,True,1,2023-11-24_23-17-19,1021.0084550380707,1021.0084550380707,15345,cloud-gpu04,10.0.96.24,1021.0084550380707,1,,54,0.003985317975547383,0.006396953066740188,0.008975040041188192,41
280e8_00055,31.392356338500978,1700840173,True,1,2023-11-24_23-36-13,1130.3000049591064,1130.3000049591064,27917,cloud-gpu04,10.0.96.24,1130.3000049591064,1,,55,0.0016434853613405468,0.005652491145591969,0.005652396868347453,140
280e8_00056,27.688344802856445,1700841211,True,1,2023-11-24_23-53-31,1035.2581062316895,1035.2581062316895,890,cloud-gpu04,10.0.96.24,1035.2581062316895,1,,56,0.00854663494540384,0.005582171300323058,0.0021497674295984583,68
280e8_00057,28.856840896606446,1700842327,True,1,2023-11-25_00-12-07,1113.3900136947632,1113.3900136947632,16557,cloud-gpu04,10.0.96.24,1113.3900136947632,1,,57,0.004392211710341068,0.0030554366289067512,0.0005548220784999691,136
280e8_00058,27.826314163208007,1700844824,True,1,2023-11-25_00-53-44,2493.204118490219,2493.204118490219,30177,cloud-gpu04,10.0.96.24,2493.204118490219,1,,58,0.007112605214311331,0.008089583220417584,0.008638561879465663,410
280e8_00059,29.47296573638916,1700847191,True,1,2023-11-25_01-33-11,2365.247774362564,2365.247774362564,22798,cloud-gpu04,10.0.96.24,2365.247774362564,1,,59,0.008163811493444218,0.009200368725622007,0.00426567348573963,389
280e8_00060,29.12797924041748,1700848222,True,1,2023-11-25_01-50-22,1027.1310060024261,1027.1310060024261,13482,cloud-gpu04,10.0.96.24,1027.1310060024261,1,,60,0.0028760033022575456,0.007712193774780018,0.0035748001455056674,49
280e8_00061,28.202399215698243,1700850418,True,1,2023-11-25_02-26-58,2192.8084783554077,2192.8084783554077,26265,cloud-gpu04,10.0.96.24,2192.8084783554077,1,,61,0.008072974295202958,0.004667164594958502,0.009283458873877227,380
280e8_00062,30.40614906311035,1700853020,True,1,2023-11-25_03-10-20,2599.4377179145813,2599.4377179145813,14991,cloud-gpu04,10.0.96.24,2599.4377179145813,1,,62,0.0018331673267184745,0.008824655392667384,0.009044295600221026,430
280e8_00063,31.38540885925293,1700855480,True,1,2023-11-25_03-51-20,2456.709156513214,2456.709156513214,7486,cloud-gpu04,10.0.96.24,2456.709156513214,1,,63,0.001833622939388513,0.0015184818987579562,0.0039350533410339224,407
280e8_00064,30.56829158782959,1700856815,True,1,2023-11-25_04-13-35,1332.2862315177917,1332.2862315177917,38411,cloud-gpu04,10.0.96.24,1332.2862315177917,1,,64,0.002556534892881915,0.0006258069414508347,0.0011124005904158472,213
280e8_00065,27.793102798461913,1700857991,True,1,2023-11-25_04-33-11,1172.6533296108246,1172.6533296108246,16992,cloud-gpu04,10.0.96.24,1172.6533296108246,1,,65,0.009712823947004515,0.009256117771198624,0.008241367730728484,164
280e8_00066,29.141891136169434,1700859002,True,1,2023-11-25_04-50-02,1008.4058413505554,1008.4058413505554,31221,cloud-gpu04,10.0.96.24,1008.4058413505554,1,,66,0.002531699433734332,0.007187969245010474,0.008555419148669106,49
280e8_00067,29.093171501159667,1700860079,True,1,2023-11-25_05-07-59,1073.8941032886505,1073.8941032886505,2886,cloud-gpu04,10.0.96.24,1073.8941032886505,1,,67,0.009888186574233255,0.0015478309115350688,0.0038285729682467013,125
280e8_00068,28.521103744506835,1700861237,True,1,2023-11-25_05-27-17,1154.78546667099,1154.78546667099,18712,cloud-gpu04,10.0.96.24,1154.78546667099,1,,68,0.009018966580875526,0.004532308087533414,0.0002945626417749787,160
280e8_00069,28.308916244506836,1700863548,True,1,2023-11-25_06-05-48,2307.5251936912537,2307.5251936912537,32737,cloud-gpu04,10.0.96.24,2307.5251936912537,1,,69,0.0070000882629492785,0.005944302346884544,0.00662300837500432,389
280e8_00070,27.704702796936036,1700865009,True,1,2023-11-25_06-30-09,1457.8962502479553,1457.8962502479553,23054,cloud-gpu04,10.0.96.24,1457.8962502479553,1,,70,0.008845737874473953,0.006723476170749116,0.0008240570307000832,244
280e8_00071,28.79112251281738,1700866719,True,1,2023-11-25_06-58-39,1706.437732219696,1706.437732219696,40384,cloud-gpu04,10.0.96.24,1706.437732219696,1,,71,0.002736169569101573,0.00296134964043369,0.003997705261769125,300
280e8_00072,28.22960666656494,1700869100,True,1,2023-11-25_07-38-20,2377.565699338913,2377.565699338913,23623,cloud-gpu04,10.0.96.24,2377.565699338913,1,,72,0.008865091209446311,0.009944091610756847,0.0036996114500069542,398
280e8_00073,28.259281158447266,1700871147,True,1,2023-11-25_08-12-27,2044.7512242794037,2044.7512242794037,14354,cloud-gpu04,10.0.96.24,2044.7512242794037,1,,73,0.009747043081343165,0.0029627834720951907,0.00636827476807068,358
280e8_00074,28.44326530456543,1700873910,True,1,2023-11-25_08-58-30,2759.561895608902,2759.561895608902,38917,cloud-gpu04,10.0.96.24,2759.561895608902,1,,74,0.004707487233642577,0.0025897542237479005,0.0086955048318579,449
280e8_00075,125.97718933105469,1700875369,True,1,2023-11-25_09-22-49,1455.7737381458282,1455.7737381458282,34545,cloud-gpu04,10.0.96.24,1455.7737381458282,1,,75,0.0008572582127228492,0.005912324929899589,0.0037192844899367195,243
280e8_00076,28.10570514678955,1700876445,True,1,2023-11-25_09-40-45,1073.1958904266357,1073.1958904266357,14469,cloud-gpu04,10.0.96.24,1073.1958904266357,1,,76,0.006627151384850739,0.004374411299057123,0.0013993922504615848,122
280e8_00077,261.12554260253904,1700878485,True,1,2023-11-25_10-14-45,2036.5089650154114,2036.5089650154114,27570,cloud-gpu04,10.0.96.24,2036.5089650154114,1,,77,0.0007766788966920898,0.0009493563729646157,0.00776840847759601,353
280e8_00078,28.11603328704834,1700881458,True,1,2023-11-25_11-04-18,2970.0768942832947,2970.0768942832947,14350,cloud-gpu04,10.0.96.24,2970.0768942832947,1,,78,0.0032384821684301956,0.006653638967555911,0.003835382553204425,494
280e8_00079,11291.47546875,1700882988,True,1,2023-11-25_11-29-48,1527.3354406356812,1527.3354406356812,11116,cloud-gpu04,10.0.96.24,1527.3354406356812,1,,79,0.0002629015402033949,0.0014510707046974413,0.004843724722607751,239
280e8_00080,1884.14689453125,1700883993,True,1,2023-11-25_11-46-33,1002.4767847061157,1002.4767847061157,30938,cloud-gpu04,10.0.96.24,1002.4767847061157,1,,80,0.0005446916250309735,0.001186683052415233,0.00564909324266967,34
280e8_00081,28.42522773742676,1700885173,True,1,2023-11-25_12-06-13,1176.5908443927765,1176.5908443927765,2545,cloud-gpu04,10.0.96.24,1176.5908443927765,1,,81,0.0038429064354312554,0.007099607895882031,0.002309880563650277,154
280e8_00082,28.6600358581543,1700888121,True,1,2023-11-25_12-55-21,2945.398530960083,2945.398530960083,19549,cloud-gpu04,10.0.96.24,2945.398530960083,1,,82,0.00261804511832238,0.009110530762233685,0.009712558965123658,478
280e8_00083,27.973727416992187,1700889293,True,1,2023-11-25_13-14-53,1169.399567604065,1169.399567604065,17338,cloud-gpu04,10.0.96.24,1169.399567604065,1,,83,0.0078025873031076064,0.009544965279070023,0.00272750015649718,162
280e8_00084,29.556313934326173,1700890975,True,1,2023-11-25_13-42-55,1678.84326338768,1678.84326338768,31598,cloud-gpu04,10.0.96.24,1678.84326338768,1,,84,0.0094697930396866,0.0009628572616350478,0.008511260616156898,298
280e8_00085,28.304318809509276,1700893001,True,1,2023-11-25_14-16-41,2022.3789238929749,2022.3789238929749,14159,cloud-gpu04,10.0.96.24,2022.3789238929749,1,,85,0.003255380196309174,0.007148683922589427,0.009892632865763215,359
280e8_00086,28.871376037597656,1700894411,True,1,2023-11-25_14-40-11,1407.2307982444763,1407.2307982444763,38438,cloud-gpu04,10.0.96.24,1407.2307982444763,1,,86,0.003819209987558236,0.004323548898480872,0.00019605142471676402,228
280e8_00087,28.576614685058594,1700896409,True,1,2023-11-25_15-13-29,1995.0574355125427,1995.0574355125427,17836,cloud-gpu04,10.0.96.24,1995.0574355125427,1,,87,0.006497376612525667,0.0052632926887055615,0.0003300978333619375,345
280e8_00088,33.64224857330322,1700897502,True,1,2023-11-25_15-31-42,1089.5969369411469,1089.5969369411469,1217,cloud-gpu04,10.0.96.24,1089.5969369411469,1,,88,0.001463826156480082,0.007107669334193458,0.0035039774927627426,131
280e8_00089,28.0363126373291,1700898533,True,1,2023-11-25_15-48-53,1027.968780040741,1027.968780040741,17455,cloud-gpu04,10.0.96.24,1027.968780040741,1,,89,0.009304158427254463,0.0032730395689077206,0.004258210617781165,80
280e8_00090,28.038778953552246,1700899723,True,1,2023-11-25_16-08-43,1187.5130257606506,1187.5130257606506,30005,cloud-gpu04,10.0.96.24,1187.5130257606506,1,,90,0.0058568321983382505,0.006670887080980883,0.005855904219397727,173
280e8_00091,27.89992317199707,1700900774,True,1,2023-11-25_16-26-14,1047.740559577942,1047.740559577942,3939,cloud-gpu04,10.0.96.24,1047.740559577942,1,,91,0.004821266457995371,0.006819984634240579,0.006569192500309765,109
280e8_00092,27.751566925048827,1700901800,True,1,2023-11-25_16-43-20,1022.9716303348541,1022.9716303348541,19299,cloud-gpu04,10.0.96.24,1022.9716303348541,1,,92,0.00528335426128595,0.007239620823852331,0.005665011256359978,86
280e8_00093,27.924667472839356,1700903276,True,1,2023-11-25_17-07-56,1472.8863472938538,1472.8863472938538,31779,cloud-gpu04,10.0.96.24,1472.8863472938538,1,,93,0.007194887643864653,0.009196753499274755,0.009349684362281774,249
280e8_00094,27.592555313110353,1700904776,True,1,2023-11-25_17-32-56,1496.418841600418,1496.418841600418,10610,cloud-gpu04,10.0.96.24,1496.418841600418,1,,94,0.004458928582163902,0.00866131637794668,0.001223850361395166,255
280e8_00095,31.29100242614746,1700905791,True,1,2023-11-25_17-49-51,1012.3046369552612,1012.3046369552612,30032,cloud-gpu04,10.0.96.24,1012.3046369552612,1,,95,0.001998509590707209,0.0010072628983577626,0.006899586626709684,74
280e8_00096,30.322862854003905,1700907355,True,1,2023-11-25_18-15-55,1561.5928344726562,1561.5928344726562,1503,cloud-gpu04,10.0.96.24,1561.5928344726562,1,,96,0.008602109246349755,0.0005897839435837535,0.004121563619377753,257
280e8_00097,40.516827239990235,1700910124,True,1,2023-11-25_19-02-04,2766.5646607875824,2766.5646607875824,23569,cloud-gpu04,10.0.96.24,2766.5646607875824,1,,97,0.0012080597461072151,0.004163105710543517,0.0052595404614030495,453
280e8_00098,42.24312530517578,1700911178,True,1,2023-11-25_19-19-38,1050.601155757904,1050.601155757904,18953,cloud-gpu04,10.0.96.24,1050.601155757904,1,,98,0.0011357894628462272,0.003991111829170501,0.0008645989267016252,108
280e8_00099,27.204164390563964,1700912259,True,1,2023-11-25_19-37-39,1078.2659583091736,1078.2659583091736,31806,cloud-gpu04,10.0.96.24,1078.2659583091736,1,,99,0.006185466736829027,0.008565481056129044,0.004275171094171,126
